Filename,Size,Unit
"/cd 2 283,284,309,311/Christoph Eschenbach - 08 - 08 Sonata in C major, K.309; II. Andante un poco adagio.mp3",14.02,M
"/cd 2 283,284,309,311/Christoph Eschenbach - 07 - 07 Sonata in C major, K.309; I. Allegro con spirito.mp3",13.52,M
"/cd 2 283,284,309,311/Christoph Eschenbach - 11 - 11 Sonata in D major, K.311; II. Andante con espressione.mp3",12.64,M
"/cd 2 283,284,309,311/Christoph Eschenbach - 04 - 04 Sonata in D major, K.284; I. Allegro.mp3",11.76,M
"/cd 2 283,284,309,311/Christoph Eschenbach - 02 - 02 Sonata in G major, K.283; II. Andante.mp3",11.73,M
"/cd 2 283,284,309,311/Christoph Eschenbach - 10 - 10 Sonata in D major, K.311; I. Allegro con spirito.mp3",10.05,M
"/cd 2 283,284,309,311/Christoph Eschenbach - 05 - 05 Sonata in D major, K.284; II. Rondo en Polonaise. Andante.mp3",9.29,M
"/cd 2 283,284,309,311/Christoph Eschenbach - 01 - 01 Sonata in G major, K.283; I. Allegro.mp3",9.17,M
"/cd 2 283,284,309,311/Christoph Eschenbach - 03 - 03 Sonata in G major, K.283; III. Presto.mp3",9.02,M
"/cd 3 310,330,331/Christoph Eschenbach - 07 - 07 Sonata in A major, KV.331; I. Andante grazio - Thema - Variations I-VI.mp3",25.19,M
"/cd 3 310,330,331/Christoph Eschenbach - 02 - 02 Sonata in A minor, KV.310; II. Andante cantabile con espressione.mp3",20.04,M
"/cd 3 310,330,331/Christoph Eschenbach - 01 - 01 Sonata in A minor, KV.310; I. Allegro maestoso.mp3",19.36,M
"/cd 3 310,330,331/Christoph Eschenbach - 05 - 05 Sonata in C major, KV.330; II. Andate cantabile.mp3",16.76,M
"/cd 3 310,330,331/Christoph Eschenbach - 04 - 04 Sonata in C major, KV.330; I. Allegro moderato.mp3",14.97,M
"/cd 3 310,330,331/Christoph Eschenbach - 08 - 08 Sonata in A major, KV.331; II. Menuetto - Trio.mp3",13.79,M
"/cd 3 310,330,331/Christoph Eschenbach - 06 - 06 Sonata in C major, KV.330; III. Allegretto.mp3",13.4,M
"/cd 3 310,330,331/Christoph Eschenbach - 09 - 09 Sonata in A major, KV.331; III. Alla turca - Allegretto.mp3",8.48,M
"/cd 3 310,330,331/Christoph Eschenbach - 03 - 03 Sonata in A minor, KV.310; III. Presto.mp3",7.57,M
"/cd 4 332,333,475,457/Christoph Eschenbach - 07 - 07 Fantasy in C minor, K475.mp3",30.65,M
"/cd 4 332,333,475,457/Christoph Eschenbach - 08 - 08 Sonata in C minor, K.457; I. Molto allegro.mp3",19.55,M
"/cd 4 332,333,475,457/Christoph Eschenbach - 05 - 05 Sonata in B flat major, K.333; II. Andante cantabile.mp3",18.67,M
"/cd 4 332,333,475,457/Christoph Eschenbach - 03 - 03 Sonata in F major, K.332; III. Allegro assai.mp3",16.8,M
"/cd 4 332,333,475,457/Christoph Eschenbach - 04 - 04 Sonata in B flat major, K.333; I. Allegro.mp3",16.61,M
"/cd 4 332,333,475,457/Christoph Eschenbach - 01 - 01 Sonata in F major, K.332; I. Allegro.mp3",16,M
"/cd 4 332,333,475,457/Christoph Eschenbach - 09 - 09 Sonata in C minor, K.457; II. Adagio.mp3",15.73,M
"/cd 4 332,333,475,457/Christoph Eschenbach - 06 - 06 Sonata in B flat major, K.333; III. Allegretto grazioso.mp3",15.04,M
"/cd 4 332,333,475,457/Christoph Eschenbach - 10 - 10 Sonata in C minor, K.457; III. Allegro assai.mp3",11.8,M
"/cd 4 332,333,475,457/Christoph Eschenbach - 02 - 02 Sonata in F major, K.332; II. Adagio.mp3",11.8,M
"/cd 5 533,494,545,570,576/Christoph Eschenbach - 01 - 01 Sonata in F major, K.533; I. Allegro.mp3",19.97,M
"/cd 5 533,494,545,570,576/Christoph Eschenbach - 08 - 08 Sonata in B flat major, K.570; II. Adagio.mp3",18.82,M
"/cd 5 533,494,545,570,576/Christoph Eschenbach - 03 - 03 Sonata in F major, K.494; Rondo. Allegretto.mp3",18.29,M
"/cd 5 533,494,545,570,576/Christoph Eschenbach - 02 - 02 Sonata in F major, K.533; II. Andante.mp3",14.24,M
"/cd 5 533,494,545,570,576/Christoph Eschenbach - 05 - 05 Sonata in C major, K.545; II. Andante.mp3",13.9,M
"/cd 5 533,494,545,570,576/Christoph Eschenbach - 07 - 07 Sonata in B flat major, K.570; I. Allegro.mp3",13.79,M
"/cd 5 533,494,545,570,576/Christoph Eschenbach - 11 - 11 Sonata in D major, K.576; II. Adagio.mp3",12.49,M
"/cd 5 533,494,545,570,576/Christoph Eschenbach - 10 - 10 Sonata in D major, K.576; I. Allegro.mp3",11.46,M
"/cd 5 533,494,545,570,576/Christoph Eschenbach - 12 - 12 Sonata in D major, K.576; III. Allegretto.mp3",10.47,M
"/cd 5 533,494,545,570,576/Christoph Eschenbach - 04 - 04 Sonata in C major, K.545; I. Allegro.mp3",9.4,M
"/cd 5 533,494,545,570,576/Christoph Eschenbach - 09 - 09 Sonata in B flat major, K.570; III. Allegretto.mp3",8.45,M
"/cd 5 533,494,545,570,576/Christoph Eschenbach - 06 - 06 Sonata in C major, K.545; III. Rondo. Allegretto.mp3",4.78,M
