Filename,Size,Unit
/CD1/The Carter FamilyÂ,-Â,04Â,-Â,He Took a White Rose from Her Hair.mp3,2.52,M
/CD1/The Carter FamilyÂ,-Â,08Â,-Â,Kissing Is a Crime.mp3,2.43,M
/CD2/The Carter FamilyÂ,-Â,06Â,-Â,Broken Hearted Lover.mp3,3.02,M
/CD2/The Carter FamilyÂ,-Â,20Â,-Â,Just Another Broken Heart.mp3,3.01,M
/CD2/The Carter FamilyÂ,-Â,01Â,-Â,Sea of Galilee.mp3,2.99,M
/CD2/The Carter FamilyÂ,-Â,23Â,-Â,In a Little Village Churchyard.mp3,2.98,M
/CD2/The Carter FamilyÂ,-Â,21Â,-Â, When Silver Threads Are Gold Again.mp3,2.97,M
/CD2/The Carter FamilyÂ,-Â,04Â,-Â, Storms Are on the Ocean.mp3,2.92,M
/CD2/The Carter FamilyÂ,-Â,05Â,-Â,Will You Miss Me When I'm Gone.mp3,2.91,M
/CD2/The Carter FamilyÂ,-Â,18Â,-Â,Last Move for Me.mp3,2.9,M
/CD2/The Carter FamilyÂ,-Â,11Â,-Â,On the Rock Where Moses Stood.mp3,2.89,M
/CD2/The Carter FamilyÂ,-Â,07Â,-Â,Little Darling Pal of Mine.mp3,2.89,M
/CD2/The Carter FamilyÂ,-Â,19Â,-Â,Wayworn Traveler.mp3,2.89,M
/CD2/The Carter FamilyÂ,-Â,02Â,-Â,Don't Forget This Song.mp3,2.83,M
/CD2/The Carter FamilyÂ,-Â,14Â,-Â,Worried Man Blues.mp3,2.81,M
/CD2/The Carter FamilyÂ,-Â,16Â,-Â, Give Me Your Love and I'll Give You Mine.mp3,2.79,M
/CD2/The Carter FamilyÂ,-Â,15Â,-Â,My Dixie Darling.mp3,2.78,M
/CD2/The Carter FamilyÂ,-Â,22Â,-Â,There's No One Like Mother to Me.mp3,2.76,M
/CD2/The Carter FamilyÂ,-Â,17Â,-Â,Are You Lonesome Tonight_.mp3,2.75,M
/CD2/The Carter FamilyÂ,-Â,10Â,-Â,Meet Me by the Moonlight Alone.mp3,2.75,M
/CD2/The Carter FamilyÂ,-Â,09Â,-Â,Cannon Ball Blues.mp3,2.73,M
/CD2/The Carter FamilyÂ,-Â,13Â,-Â,I'm Thinking Tonight of My Blue Eyes.mp3,2.72,M
/CD2/The Carter FamilyÂ,-Â,12Â,-Â,Lulu Walls.mp3,2.71,M
/CD2/The Carter FamilyÂ,-Â,03Â,-Â,My Clinch Mountain Home.mp3,2.71,M
/CD2/The Carter FamilyÂ,-Â,08Â,-Â,Homestead on the Farm.mp3,2.68,M
/CD2/The Carter FamilyÂ,-Â,24Â,-Â,Jealous Hearted Me.mp3,2.5,M
/CD3/The Carter FamilyÂ,-Â,18Â,-Â,Never Let the Devil Get the Upper Hand.mp3,3.13,M
/CD3/The Carter FamilyÂ,-Â,20Â,-Â,Jim Blake's Message.mp3,3.08,M
/CD3/The Carter FamilyÂ,-Â,25Â,-Â,Farewell Nellie.mp3,3.05,M
/CD3/The Carter FamilyÂ,-Â,16Â,-Â,In the Shadow of Clinch Mountain.mp3,3.02,M
/CD3/The Carter FamilyÂ,-Â,07Â,-Â,Answer to Weeping Willow.mp3,2.98,M
/CD3/The Carter FamilyÂ,-Â,08Â,-Â,You've Been a Friend to Me.mp3,2.97,M
/CD3/The Carter FamilyÂ,-Â,11Â,-Â,The Broken Down Tramp.mp3,2.94,M
/CD3/The Carter FamilyÂ,-Â,13Â,-Â,Hold Fast to the Right.mp3,2.94,M
/CD3/The Carter FamilyÂ,-Â,26Â,-Â,The Only Girl (I Ever Cared About).mp3,2.91,M
/CD3/The Carter FamilyÂ,-Â,23Â,-Â,Little Girl That Played on My Knee.mp3,2.89,M
/CD3/The Carter FamilyÂ,-Â,02Â,-Â,Sweet Heaven in My View.mp3,2.87,M
/CD3/The Carter FamilyÂ,-Â,22Â,-Â,Look How This World Has Made a Change.mp3,2.87,M
/CD3/The Carter FamilyÂ,-Â,14Â,-Â,Lord I'm in Your Care.mp3,2.86,M
/CD3/The Carter FamilyÂ,-Â,04Â,-Â,Bonny Blue Eyes.mp3,2.81,M
/CD3/The Carter FamilyÂ,-Â,12Â,-Â,Lover's Lane.mp3,2.8,M
/CD3/The Carter FamilyÂ,-Â,21Â,-Â,Honey in the Rock.mp3,2.76,M
/CD3/The Carter FamilyÂ,-Â,03Â,-Â,No Depression.mp3,2.71,M
/CD3/The Carter FamilyÂ,-Â,06Â,-Â,In the Shadow of the Eyes.mp3,2.69,M
/CD3/The Carter FamilyÂ,-Â,24Â,-Â,You Better Let That Liar Alone.mp3,2.68,M
/CD3/The Carter FamilyÂ,-Â,05Â,-Â,My Honey Lou.mp3,2.64,M
/CD3/The Carter FamilyÂ,-Â,09Â,-Â,Where the Silvery Colorado Wends It's Way.mp3,2.63,M
/CD3/The Carter FamilyÂ,-Â,19Â,-Â,When This Evening Sun Goes Down.mp3,2.61,M
/CD3/The Carter FamilyÂ,-Â,10Â,-Â,Lay My Head Beneath the Rose.mp3,2.59,M
/CD3/The Carter FamilyÂ,-Â,17Â,-Â,Hello Stranger.mp3,2.58,M
/CD3/The Carter FamilyÂ,-Â,15Â,-Â,Funny When You Feel That Way.mp3,2.47,M
/CD3/The Carter FamilyÂ,-Â,01Â,-Â,My Native Home.mp3,2.42,M
/CD4/The Carter FamilyÂ,-Â,03Â,-Â,Dark Haired True Lover.mp3,3.02,M
/CD4/The Carter FamilyÂ,-Â,20Â,-Â,You Are My Flower.mp3,2.96,M
/CD4/The Carter FamilyÂ,-Â,21Â,-Â,Who's That Knocking at My Window.mp3,2.87,M
/CD4/The Carter FamilyÂ,-Â,06Â,-Â,  Walking in the King's Highway.mp3,2.87,M
/CD4/The Carter FamilyÂ,-Â,02Â,-Â,My Home's Across the Blue Ridge Mountains.mp3,2.82,M
/CD4/The Carter FamilyÂ,-Â,23Â,-Â,Coal Miner's Blues.mp3,2.82,M
/CD4/The Carter FamilyÂ,-Â,10Â,-Â,It Is Better Farther On.mp3,2.79,M
/CD4/The Carter FamilyÂ,-Â,26Â,-Â,Dying Mother.mp3,2.77,M
/CD4/The Carter FamilyÂ,-Â,08Â,-Â,Just a Few More Days.mp3,2.77,M
/CD4/The Carter FamilyÂ,-Â,24Â,-Â,Young Freda Bolt.mp3,2.77,M
/CD4/The Carter FamilyÂ,-Â,11Â,-Â,Charlie and Nellie.mp3,2.75,M
/CD4/The Carter FamilyÂ,-Â,27Â,-Â,Buddies in the Saddle.mp3,2.74,M
/CD4/The Carter FamilyÂ,-Â,07Â,-Â,St Regious Girl.mp3,2.66,M
/CD4/The Carter FamilyÂ,-Â,22Â,-Â,They Call Her Mother.mp3,2.66,M
/CD4/The Carter FamilyÂ,-Â,12Â,-Â,Cuban Soldier.mp3,2.63,M
/CD4/The Carter FamilyÂ,-Â,19Â,-Â,Oh Take Me Back.mp3,2.59,M
/CD4/The Carter FamilyÂ,-Â,18Â,-Â,You Denied Your Love.mp3,2.58,M
/CD4/The Carter FamilyÂ,-Â,17Â,-Â,Reckless Motorman.mp3,2.57,M
/CD4/The Carter FamilyÂ,-Â,05Â,-Â,Happy in the Prison.mp3,2.54,M
/CD4/The Carter FamilyÂ,-Â,04Â,-Â, He Never Came Back.mp3,2.51,M
/CD4/The Carter FamilyÂ,-Â,25Â,-Â, Little Poplar Log House on the Hill.mp3,2.51,M
/CD4/The Carter FamilyÂ,-Â,09Â,-Â,Bring Back My Boy.mp3,2.49,M
/CD4/The Carter FamilyÂ,-Â,01Â,-Â,Good Bye to the Plains.mp3,2.48,M
/CD4/The Carter FamilyÂ,-Â,16Â,-Â,Little Joe.mp3,2.41,M
/CD4/The Carter FamilyÂ,-Â,13Â,-Â, Heart That Was Broken for Me.mp3,2.35,M
/CD4/The Carter FamilyÂ,-Â,15Â,-Â,Stern Old Bachelor.mp3,2.32,M
/CD4/The Carter FamilyÂ,-Â,14Â,-Â,You're Nothing More to Me.mp3,2.28,M
/CD5/The Carter FamilyÂ,-Â,18Â,-Â,"Why Do You Cry, Little Darling.mp3",2.94,M
/CD5/The Carter FamilyÂ,-Â,05Â,-Â, Lonesome for You Darling.mp3,2.88,M
/CD5/The Carter FamilyÂ,-Â,25Â,-Â,Keep on the Firing Line.mp3,2.86,M
/CD5/The Carter FamilyÂ,-Â,15Â,-Â,I'll Never Forsake You.mp3,2.85,M
/CD5/The Carter FamilyÂ,-Â,22Â,-Â,Girl on the Greenbrier Shore.mp3,2.77,M
/CD5/The Carter FamilyÂ,-Â,07Â,-Â,You've Got to Righten That Wrong.mp3,2.73,M
/CD5/The Carter FamilyÂ,-Â,27Â,-Â,Rambling Boy.mp3,2.73,M
/CD5/The Carter FamilyÂ,-Â,13Â,-Â,I Found You Among the Roses.mp3,2.69,M
/CD5/The Carter FamilyÂ,-Â,14Â,-Â,Bear Creek Blues.mp3,2.68,M
/CD5/The Carter FamilyÂ,-Â,03Â,-Â,There'll Be No Distinction There.mp3,2.68,M
/CD5/The Carter FamilyÂ,-Â,24Â,-Â,Fifty Miles of Elbow Room.mp3,2.65,M
/CD5/The Carter FamilyÂ,-Â,16Â,-Â,Beautiful Isle O'er the Sea.mp3,2.59,M
/CD5/The Carter FamilyÂ,-Â,01Â,-Â,Heaven's Radio.mp3,2.58,M
/CD5/The Carter FamilyÂ,-Â,21Â,-Â, In the Valley of the Shenandoah.mp3,2.57,M
/CD5/The Carter FamilyÂ,-Â,23Â,-Â,Something Got a Hold of Me.mp3,2.57,M
/CD5/The Carter FamilyÂ,-Â,06Â,-Â,Blackie's Gunman.mp3,2.55,M
/CD5/The Carter FamilyÂ,-Â,10Â,-Â,Black Jack David.mp3,2.51,M
/CD5/The Carter FamilyÂ,-Â,09Â,-Â,My Home Among the Hills.mp3,2.51,M
/CD5/The Carter FamilyÂ,-Â,26Â,-Â,Wave on the Sea.mp3,2.51,M
/CD5/The Carter FamilyÂ,-Â,11Â,-Â,Look Away From The Cross.mp3,2.5,M
/CD5/The Carter FamilyÂ,-Â,02Â,-Â,Beautiful Home.mp3,2.48,M
/CD5/The Carter FamilyÂ,-Â,12Â,-Â,We Shall Rise.mp3,2.48,M
/CD5/The Carter FamilyÂ,-Â,17Â,-Â,It's a Long Road to Travel Alone.mp3,2.44,M
/CD5/The Carter FamilyÂ,-Â,04Â,-Â,Give Hime One More as He Goes.mp3,2.41,M
/CD5/The Carter FamilyÂ,-Â,08Â,-Â,Meeting in the Air.mp3,2.38,M
/CD5/The Carter FamilyÂ,-Â,19Â,-Â, Lonesome Homesick Blues.mp3,2.35,M
/CD5/The Carter FamilyÂ,-Â,20Â,-Â,Dark and Stormy Weather.mp3,2.33,M
/AlbumArt.jpg,18.4,K
